
0 5 0
-5 5 0

0 0.669873 -2.5
-5 0.669873 -2.5

0 0.669873 -7.5
-5 0.669873 -7.5

0 5 -10
-5 5 -10

0 9.33013 -7.5
-5 9.33013 -7.5

0 9.33013 -2.5
-5 9.33013 -2.5

0 5 0
-5 5 0

0 5 -5
-5 5 -5

0 5 0
-5 5 0
